timestamp,message
1778679674729,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674759,"2026/05/13 13:41:14 [error] 32#32: *36 open() ""/usr/share/nginx/html/ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679674759,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674791,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /V2/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674791,"2026/05/13 13:41:14 [error] 32#32: *37 open() ""/usr/share/nginx/html/V2/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /V2/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679674815,"2026/05/13 13:41:14 [error] 32#32: *38 open() ""/usr/share/nginx/html/tests/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /tests/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679674815,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /tests/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674839,"2026/05/13 13:41:14 [error] 32#32: *39 open() ""/usr/share/nginx/html/test/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /test/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679674839,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /test/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674866,"2026/05/13 13:41:14 [error] 32#32: *40 open() ""/usr/share/nginx/html/testing/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /testing/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679674866,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /testing/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674897,"2026/05/13 13:41:14 [error] 32#32: *41 open() ""/usr/share/nginx/html/api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679674897,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674925,"2026/05/13 13:41:14 [error] 32#32: *42 open() ""/usr/share/nginx/html/demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679674925,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674952,"2026/05/13 13:41:14 [error] 32#32: *43 open() ""/usr/share/nginx/html/cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679674952,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674980,"10.20.1.77 - - [13/May/2026:13:41:14 +0000] ""GET /crm/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679674980,"2026/05/13 13:41:14 [error] 32#32: *44 open() ""/usr/share/nginx/html/crm/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /crm/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675007,"2026/05/13 13:41:15 [error] 32#32: *45 open() ""/usr/share/nginx/html/admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675007,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675038,"2026/05/13 13:41:15 [error] 32#32: *46 open() ""/usr/share/nginx/html/backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675038,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675067,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675067,"2026/05/13 13:41:15 [error] 32#32: *47 open() ""/usr/share/nginx/html/blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675086,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675086,"2026/05/13 13:41:15 [error] 32#32: *48 open() ""/usr/share/nginx/html/workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675112,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675112,"2026/05/13 13:41:15 [error] 32#32: *49 open() ""/usr/share/nginx/html/panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675139,"2026/05/13 13:41:15 [error] 32#32: *50 open() ""/usr/share/nginx/html/public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675139,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675162,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /apps/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675162,"2026/05/13 13:41:15 [error] 31#31: *51 open() ""/usr/share/nginx/html/apps/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /apps/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675192,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /app/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675192,"2026/05/13 13:41:15 [error] 31#31: *52 open() ""/usr/share/nginx/html/app/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /app/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675260,"2026/05/13 13:41:15 [error] 31#31: *53 open() ""/usr/share/nginx/html/index.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /index.php?s=/index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1"", host: ""3.8.225.103"""
1778679675260,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /index.php?s=/index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675289,"2026/05/13 13:41:15 [error] 31#31: *53 open() ""/usr/share/nginx/html/public/index.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /public/index.php?s=/index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1"", host: ""3.8.225.103"""
1778679675289,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /public/index.php?s=/index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675314,"2026/05/13 13:41:15 [error] 31#31: *53 open() ""/usr/share/nginx/html/index.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /index.php?lang=../../../../../../../../usr/local/lib/php/pearcmd&+config-create+/&/<?echo(md5(""hi""));?>+/tmp/index1.php HTTP/1.1"", host: ""3.8.225.103"""
1778679675314,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /index.php?lang=../../../../../../../../usr/local/lib/php/pearcmd&+config-create+/&/<?echo(md5(\x22hi\x22));?>+/tmp/index1.php HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675332,"2026/05/13 13:41:15 [error] 31#31: *53 open() ""/usr/share/nginx/html/index.php"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1"", host: ""3.8.225.103"""
1778679675332,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679675346,"2026/05/13 13:41:15 [error] 31#31: *53 open() ""/usr/share/nginx/html/containers/json"" failed (2: No such file or directory), client: 10.20.1.77, server: localhost, request: ""GET /containers/json HTTP/1.1"", host: ""3.8.225.103"""
1778679675346,"10.20.1.77 - - [13/May/2026:13:41:15 +0000] ""GET /containers/json HTTP/1.1"" 404 153 ""-"" ""libredtail-http"" ""216.57.110.81"""
1778679679251,"10.20.1.77 - - [13/May/2026:13:41:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679694383,"10.20.2.235 - - [13/May/2026:13:41:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679709275,"10.20.1.77 - - [13/May/2026:13:41:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679724414,"10.20.2.235 - - [13/May/2026:13:42:04 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679739303,"10.20.1.77 - - [13/May/2026:13:42:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679754445,"10.20.2.235 - - [13/May/2026:13:42:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679769331,"10.20.1.77 - - [13/May/2026:13:42:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679784474,"10.20.2.235 - - [13/May/2026:13:43:04 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679799359,"10.20.1.77 - - [13/May/2026:13:43:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679814484,"10.20.2.235 - - [13/May/2026:13:43:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679829390,"10.20.1.77 - - [13/May/2026:13:43:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679844512,"10.20.2.235 - - [13/May/2026:13:44:04 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679859392,"10.20.1.77 - - [13/May/2026:13:44:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679874531,"10.20.2.235 - - [13/May/2026:13:44:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679889419,"10.20.1.77 - - [13/May/2026:13:44:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679904560,"10.20.2.235 - - [13/May/2026:13:45:04 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679919440,"10.20.1.77 - - [13/May/2026:13:45:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679934590,"10.20.2.235 - - [13/May/2026:13:45:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679949467,"10.20.1.77 - - [13/May/2026:13:45:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679964622,"10.20.2.235 - - [13/May/2026:13:46:04 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679979495,"10.20.1.77 - - [13/May/2026:13:46:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778679994630,"10.20.2.235 - - [13/May/2026:13:46:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680009526,"10.20.1.77 - - [13/May/2026:13:46:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680024661,"10.20.2.235 - - [13/May/2026:13:47:04 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680039556,"10.20.1.77 - - [13/May/2026:13:47:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680054687,"10.20.2.235 - - [13/May/2026:13:47:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680069569,"10.20.1.77 - - [13/May/2026:13:47:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680084690,"10.20.2.235 - - [13/May/2026:13:48:04 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680099599,"10.20.1.77 - - [13/May/2026:13:48:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680114703,"10.20.2.235 - - [13/May/2026:13:48:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680129630,"10.20.1.77 - - [13/May/2026:13:48:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680144730,"10.20.2.235 - - [13/May/2026:13:49:04 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680159655,"10.20.1.77 - - [13/May/2026:13:49:19 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680174761,"10.20.2.235 - - [13/May/2026:13:49:34 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
1778680189665,"10.20.1.77 - - [13/May/2026:13:49:49 +0000] ""GET / HTTP/1.1"" 200 896 ""-"" ""ELB-HealthChecker/2.0"" ""-"""
